Share_n: 5 | Epoch: 0/200 | new_acc: 10.0%
Share_n: 5 | Epoch: 73/200 | new_acc: 16.68%
Share_n: 5 | Epoch: 74/200 | new_acc: 16.67%
Share_n: 5 | Epoch: 75/200 | new_acc: 16.54%
Share_n: 5 | Epoch: 76/200 | new_acc: 17.05%
Share_n: 5 | Epoch: 77/200 | new_acc: 17.34%
Share_n: 5 | Epoch: 78/200 | new_acc: 18.04%
Share_n: 5 | Epoch: 79/200 | new_acc: 17.8%
Share_n: 5 | Epoch: 80/200 | new_acc: 17.66%
Share_n: 5 | Epoch: 81/200 | new_acc: 17.88%
Share_n: 5 | Epoch: 82/200 | new_acc: 16.99%
Share_n: 5 | Epoch: 83/200 | new_acc: 17.59%
Share_n: 5 | Epoch: 84/200 | new_acc: 17.49%
Share_n: 5 | Epoch: 85/200 | new_acc: 17.7%
Share_n: 5 | Epoch: 86/200 | new_acc: 17.39%
Share_n: 5 | Epoch: 87/200 | new_acc: 17.54%
Share_n: 5 | Epoch: 88/200 | new_acc: 17.55%
Share_n: 5 | Epoch: 89/200 | new_acc: 16.95%
Share_n: 5 | Epoch: 90/200 | new_acc: 17.68%
Share_n: 5 | Epoch: 91/200 | new_acc: 17.16%
Share_n: 5 | Epoch: 92/200 | new_acc: 17.72%
Share_n: 5 | Epoch: 93/200 | new_acc: 16.51%
Share_n: 5 | Epoch: 94/200 | new_acc: 16.78%
Share_n: 5 | Epoch: 95/200 | new_acc: 18.15%
Share_n: 5 | Epoch: 96/200 | new_acc: 17.86%
Share_n: 5 | Epoch: 97/200 | new_acc: 16.78%
Share_n: 5 | Epoch: 98/200 | new_acc: 17.81%
Share_n: 5 | Epoch: 99/200 | new_acc: 18.33%
Share_n: 5 | Epoch: 100/200 | new_acc: 17.95%
Share_n: 5 | Epoch: 101/200 | new_acc: 18.19%
Share_n: 5 | Epoch: 102/200 | new_acc: 17.95%
Share_n: 5 | Epoch: 103/200 | new_acc: 17.3%
Share_n: 5 | Epoch: 104/200 | new_acc: 18.65%
Share_n: 5 | Epoch: 105/200 | new_acc: 18.3%
Share_n: 5 | Epoch: 106/200 | new_acc: 18.68%
Share_n: 5 | Epoch: 107/200 | new_acc: 18.37%
Share_n: 5 | Epoch: 108/200 | new_acc: 19.89%
Share_n: 5 | Epoch: 109/200 | new_acc: 19.47%
Share_n: 5 | Epoch: 110/200 | new_acc: 19.28%
Share_n: 5 | Epoch: 111/200 | new_acc: 19.62%
Share_n: 5 | Epoch: 112/200 | new_acc: 18.63%
Share_n: 5 | Epoch: 113/200 | new_acc: 19.68%
Share_n: 5 | Epoch: 114/200 | new_acc: 18.67%
Share_n: 5 | Epoch: 115/200 | new_acc: 18.62%
Share_n: 5 | Epoch: 116/200 | new_acc: 19.09%
Share_n: 5 | Epoch: 117/200 | new_acc: 19.44%
Share_n: 5 | Epoch: 118/200 | new_acc: 19.07%
Share_n: 5 | Epoch: 119/200 | new_acc: 19.0%
Share_n: 5 | Epoch: 120/200 | new_acc: 18.1%
Share_n: 5 | Epoch: 121/200 | new_acc: 17.59%
Share_n: 5 | Epoch: 122/200 | new_acc: 18.18%
Share_n: 5 | Epoch: 123/200 | new_acc: 18.38%
Share_n: 5 | Epoch: 124/200 | new_acc: 18.39%
Share_n: 5 | Epoch: 125/200 | new_acc: 18.69%
Share_n: 5 | Epoch: 126/200 | new_acc: 17.95%
Share_n: 5 | Epoch: 127/200 | new_acc: 18.22%
Share_n: 5 | Epoch: 128/200 | new_acc: 18.67%
Share_n: 5 | Epoch: 129/200 | new_acc: 19.59%
Share_n: 5 | Epoch: 130/200 | new_acc: 19.59%
Share_n: 5 | Epoch: 131/200 | new_acc: 18.94%
Share_n: 5 | Epoch: 132/200 | new_acc: 18.31%
Share_n: 5 | Epoch: 133/200 | new_acc: 18.39%
Share_n: 5 | Epoch: 134/200 | new_acc: 18.35%
Share_n: 5 | Epoch: 135/200 | new_acc: 18.38%
Share_n: 5 | Epoch: 136/200 | new_acc: 18.9%
Share_n: 5 | Epoch: 137/200 | new_acc: 18.63%
Share_n: 5 | Epoch: 138/200 | new_acc: 17.58%
Share_n: 5 | Epoch: 139/200 | new_acc: 17.9%
Share_n: 5 | Epoch: 140/200 | new_acc: 18.38%
Share_n: 5 | Epoch: 141/200 | new_acc: 17.62%
Share_n: 5 | Epoch: 142/200 | new_acc: 18.11%
Share_n: 5 | Epoch: 143/200 | new_acc: 19.35%
Share_n: 5 | Epoch: 144/200 | new_acc: 19.66%
Share_n: 5 | Epoch: 145/200 | new_acc: 18.87%
Share_n: 5 | Epoch: 146/200 | new_acc: 19.1%
Share_n: 5 | Epoch: 147/200 | new_acc: 18.79%
Share_n: 5 | Epoch: 148/200 | new_acc: 17.26%
Share_n: 5 | Epoch: 149/200 | new_acc: 18.14%
Share_n: 5 | Epoch: 150/200 | new_acc: 18.77%
Share_n: 5 | Epoch: 151/200 | new_acc: 18.44%
Share_n: 5 | Epoch: 152/200 | new_acc: 18.88%
Share_n: 5 | Epoch: 153/200 | new_acc: 19.14%
Share_n: 5 | Epoch: 154/200 | new_acc: 18.18%
Share_n: 5 | Epoch: 155/200 | new_acc: 18.53%
Share_n: 5 | Epoch: 156/200 | new_acc: 17.48%
Share_n: 5 | Epoch: 157/200 | new_acc: 18.37%
Share_n: 5 | Epoch: 158/200 | new_acc: 18.32%
Share_n: 5 | Epoch: 159/200 | new_acc: 18.66%
Share_n: 5 | Epoch: 160/200 | new_acc: 19.09%
Share_n: 5 | Epoch: 161/200 | new_acc: 18.74%
Share_n: 5 | Epoch: 162/200 | new_acc: 18.79%
Share_n: 5 | Epoch: 163/200 | new_acc: 18.42%
Share_n: 5 | Epoch: 164/200 | new_acc: 16.86%
Share_n: 5 | Epoch: 165/200 | new_acc: 17.94%
Share_n: 5 | Epoch: 166/200 | new_acc: 18.58%
Share_n: 5 | Epoch: 167/200 | new_acc: 17.98%
Share_n: 5 | Epoch: 168/200 | new_acc: 18.66%
Share_n: 5 | Epoch: 169/200 | new_acc: 18.92%
Share_n: 5 | Epoch: 170/200 | new_acc: 18.82%
Share_n: 5 | Epoch: 171/200 | new_acc: 18.26%
Share_n: 5 | Epoch: 172/200 | new_acc: 18.36%
Share_n: 5 | Epoch: 173/200 | new_acc: 18.4%
Share_n: 5 | Epoch: 174/200 | new_acc: 19.02%
Share_n: 5 | Epoch: 175/200 | new_acc: 18.09%
Share_n: 5 | Epoch: 176/200 | new_acc: 18.89%
Share_n: 5 | Epoch: 177/200 | new_acc: 18.36%
Share_n: 5 | Epoch: 178/200 | new_acc: 18.03%
Share_n: 5 | Epoch: 179/200 | new_acc: 17.56%
Share_n: 5 | Epoch: 180/200 | new_acc: 18.38%
Share_n: 5 | Epoch: 181/200 | new_acc: 16.84%
Share_n: 5 | Epoch: 182/200 | new_acc: 18.37%
Share_n: 5 | Epoch: 183/200 | new_acc: 19.55%
Share_n: 5 | Epoch: 184/200 | new_acc: 19.11%
Share_n: 5 | Epoch: 185/200 | new_acc: 18.79%
Share_n: 5 | Epoch: 186/200 | new_acc: 19.1%
Share_n: 5 | Epoch: 187/200 | new_acc: 18.51%
Share_n: 5 | Epoch: 188/200 | new_acc: 19.53%
Share_n: 5 | Epoch: 189/200 | new_acc: 19.2%
Share_n: 5 | Epoch: 190/200 | new_acc: 18.86%
Share_n: 5 | Epoch: 191/200 | new_acc: 18.74%
Share_n: 5 | Epoch: 192/200 | new_acc: 19.35%
Share_n: 5 | Epoch: 193/200 | new_acc: 18.68%
Share_n: 5 | Epoch: 194/200 | new_acc: 18.53%
Share_n: 5 | Epoch: 195/200 | new_acc: 17.94%
Share_n: 5 | Epoch: 196/200 | new_acc: 18.35%
Share_n: 5 | Epoch: 197/200 | new_acc: 19.68%
Share_n: 5 | Epoch: 198/200 | new_acc: 18.68%
Share_n: 5 | Epoch: 199/200 | new_acc: 18.43%
Share_n: 5 | Epoch: 199/200 | B_acc: 79.39%
