Share_n: 3 | Epoch: 0/200 | new_acc: 57.12%
Share_n: 3 | Epoch: 61/200 | new_acc: 36.88%
Share_n: 3 | Epoch: 62/200 | new_acc: 27.22%
Share_n: 3 | Epoch: 63/200 | new_acc: 34.59%
Share_n: 3 | Epoch: 64/200 | new_acc: 33.03%
Share_n: 3 | Epoch: 65/200 | new_acc: 30.76%
Share_n: 3 | Epoch: 66/200 | new_acc: 27.61%
Share_n: 3 | Epoch: 67/200 | new_acc: 32.3%
Share_n: 3 | Epoch: 68/200 | new_acc: 33.77%
Share_n: 3 | Epoch: 69/200 | new_acc: 34.8%
Share_n: 3 | Epoch: 70/200 | new_acc: 30.89%
Share_n: 3 | Epoch: 71/200 | new_acc: 34.84%
Share_n: 3 | Epoch: 72/200 | new_acc: 33.08%
Share_n: 3 | Epoch: 73/200 | new_acc: 29.07%
Share_n: 3 | Epoch: 74/200 | new_acc: 32.3%
Share_n: 3 | Epoch: 75/200 | new_acc: 28.34%
Share_n: 3 | Epoch: 76/200 | new_acc: 27.61%
Share_n: 3 | Epoch: 77/200 | new_acc: 32.74%
Share_n: 3 | Epoch: 78/200 | new_acc: 32.38%
Share_n: 3 | Epoch: 79/200 | new_acc: 30.5%
Share_n: 3 | Epoch: 80/200 | new_acc: 30.92%
Share_n: 3 | Epoch: 81/200 | new_acc: 33.92%
Share_n: 3 | Epoch: 82/200 | new_acc: 31.91%
Share_n: 3 | Epoch: 83/200 | new_acc: 29.46%
Share_n: 3 | Epoch: 84/200 | new_acc: 29.28%
Share_n: 3 | Epoch: 85/200 | new_acc: 34.87%
Share_n: 3 | Epoch: 86/200 | new_acc: 30.83%
Share_n: 3 | Epoch: 87/200 | new_acc: 30.29%
Share_n: 3 | Epoch: 88/200 | new_acc: 29.83%
Share_n: 3 | Epoch: 89/200 | new_acc: 26.02%
Share_n: 3 | Epoch: 90/200 | new_acc: 29.92%
Share_n: 3 | Epoch: 91/200 | new_acc: 28.46%
Share_n: 3 | Epoch: 92/200 | new_acc: 29.93%
Share_n: 3 | Epoch: 93/200 | new_acc: 34.86%
Share_n: 3 | Epoch: 94/200 | new_acc: 34.3%
Share_n: 3 | Epoch: 95/200 | new_acc: 33.67%
Share_n: 3 | Epoch: 96/200 | new_acc: 31.51%
Share_n: 3 | Epoch: 97/200 | new_acc: 34.12%
Share_n: 3 | Epoch: 98/200 | new_acc: 29.44%
Share_n: 3 | Epoch: 99/200 | new_acc: 31.62%
Share_n: 3 | Epoch: 100/200 | new_acc: 31.96%
Share_n: 3 | Epoch: 101/200 | new_acc: 33.21%
Share_n: 3 | Epoch: 102/200 | new_acc: 29.99%
Share_n: 3 | Epoch: 103/200 | new_acc: 26.96%
Share_n: 3 | Epoch: 104/200 | new_acc: 30.97%
Share_n: 3 | Epoch: 105/200 | new_acc: 32.4%
Share_n: 3 | Epoch: 106/200 | new_acc: 30.57%
Share_n: 3 | Epoch: 107/200 | new_acc: 28.28%
Share_n: 3 | Epoch: 108/200 | new_acc: 30.06%
Share_n: 3 | Epoch: 109/200 | new_acc: 31.48%
Share_n: 3 | Epoch: 110/200 | new_acc: 30.85%
Share_n: 3 | Epoch: 111/200 | new_acc: 29.48%
Share_n: 3 | Epoch: 112/200 | new_acc: 31.01%
Share_n: 3 | Epoch: 113/200 | new_acc: 31.37%
Share_n: 3 | Epoch: 114/200 | new_acc: 30.13%
Share_n: 3 | Epoch: 115/200 | new_acc: 29.27%
Share_n: 3 | Epoch: 116/200 | new_acc: 29.53%
Share_n: 3 | Epoch: 117/200 | new_acc: 25.79%
Share_n: 3 | Epoch: 118/200 | new_acc: 28.32%
Share_n: 3 | Epoch: 119/200 | new_acc: 30.21%
Share_n: 3 | Epoch: 120/200 | new_acc: 26.54%
Share_n: 3 | Epoch: 121/200 | new_acc: 28.83%
Share_n: 3 | Epoch: 122/200 | new_acc: 23.4%
Share_n: 3 | Epoch: 123/200 | new_acc: 22.38%
Share_n: 3 | Epoch: 124/200 | new_acc: 26.78%
Share_n: 3 | Epoch: 125/200 | new_acc: 25.13%
Share_n: 3 | Epoch: 126/200 | new_acc: 22.26%
Share_n: 3 | Epoch: 127/200 | new_acc: 23.59%
Share_n: 3 | Epoch: 128/200 | new_acc: 26.72%
Share_n: 3 | Epoch: 129/200 | new_acc: 27.76%
Share_n: 3 | Epoch: 130/200 | new_acc: 18.86%
Share_n: 3 | Epoch: 131/200 | new_acc: 24.29%
Share_n: 3 | Epoch: 132/200 | new_acc: 26.47%
Share_n: 3 | Epoch: 133/200 | new_acc: 22.28%
Share_n: 3 | Epoch: 134/200 | new_acc: 26.84%
Share_n: 3 | Epoch: 135/200 | new_acc: 27.79%
Share_n: 3 | Epoch: 136/200 | new_acc: 26.46%
Share_n: 3 | Epoch: 137/200 | new_acc: 26.72%
Share_n: 3 | Epoch: 138/200 | new_acc: 26.05%
Share_n: 3 | Epoch: 139/200 | new_acc: 25.92%
Share_n: 3 | Epoch: 140/200 | new_acc: 30.17%
Share_n: 3 | Epoch: 141/200 | new_acc: 27.36%
Share_n: 3 | Epoch: 142/200 | new_acc: 26.0%
Share_n: 3 | Epoch: 143/200 | new_acc: 26.2%
Share_n: 3 | Epoch: 144/200 | new_acc: 27.9%
Share_n: 3 | Epoch: 145/200 | new_acc: 24.15%
Share_n: 3 | Epoch: 146/200 | new_acc: 26.51%
Share_n: 3 | Epoch: 147/200 | new_acc: 25.82%
Share_n: 3 | Epoch: 148/200 | new_acc: 24.36%
Share_n: 3 | Epoch: 149/200 | new_acc: 23.16%
Share_n: 3 | Epoch: 150/200 | new_acc: 26.77%
Share_n: 3 | Epoch: 151/200 | new_acc: 24.49%
Share_n: 3 | Epoch: 152/200 | new_acc: 24.69%
Share_n: 3 | Epoch: 153/200 | new_acc: 25.97%
Share_n: 3 | Epoch: 154/200 | new_acc: 27.1%
Share_n: 3 | Epoch: 155/200 | new_acc: 26.03%
Share_n: 3 | Epoch: 156/200 | new_acc: 29.84%
Share_n: 3 | Epoch: 157/200 | new_acc: 26.66%
Share_n: 3 | Epoch: 158/200 | new_acc: 28.27%
Share_n: 3 | Epoch: 159/200 | new_acc: 26.06%
Share_n: 3 | Epoch: 160/200 | new_acc: 28.21%
Share_n: 3 | Epoch: 161/200 | new_acc: 28.28%
Share_n: 3 | Epoch: 162/200 | new_acc: 26.33%
Share_n: 3 | Epoch: 163/200 | new_acc: 28.2%
Share_n: 3 | Epoch: 164/200 | new_acc: 28.81%
Share_n: 3 | Epoch: 165/200 | new_acc: 26.08%
Share_n: 3 | Epoch: 166/200 | new_acc: 23.78%
Share_n: 3 | Epoch: 167/200 | new_acc: 28.32%
Share_n: 3 | Epoch: 168/200 | new_acc: 26.65%
Share_n: 3 | Epoch: 169/200 | new_acc: 25.4%
Share_n: 3 | Epoch: 170/200 | new_acc: 25.94%
Share_n: 3 | Epoch: 171/200 | new_acc: 25.58%
Share_n: 3 | Epoch: 172/200 | new_acc: 26.38%
Share_n: 3 | Epoch: 173/200 | new_acc: 26.53%
Share_n: 3 | Epoch: 174/200 | new_acc: 26.3%
Share_n: 3 | Epoch: 175/200 | new_acc: 29.59%
Share_n: 3 | Epoch: 176/200 | new_acc: 28.49%
Share_n: 3 | Epoch: 177/200 | new_acc: 25.32%
Share_n: 3 | Epoch: 178/200 | new_acc: 24.28%
Share_n: 3 | Epoch: 179/200 | new_acc: 24.2%
Share_n: 3 | Epoch: 180/200 | new_acc: 23.54%
Share_n: 3 | Epoch: 181/200 | new_acc: 24.95%
Share_n: 3 | Epoch: 182/200 | new_acc: 25.19%
Share_n: 3 | Epoch: 183/200 | new_acc: 22.19%
Share_n: 3 | Epoch: 184/200 | new_acc: 23.45%
Share_n: 3 | Epoch: 185/200 | new_acc: 25.78%
Share_n: 3 | Epoch: 186/200 | new_acc: 26.25%
Share_n: 3 | Epoch: 187/200 | new_acc: 26.24%
Share_n: 3 | Epoch: 188/200 | new_acc: 26.15%
Share_n: 3 | Epoch: 189/200 | new_acc: 22.59%
Share_n: 3 | Epoch: 190/200 | new_acc: 23.96%
Share_n: 3 | Epoch: 191/200 | new_acc: 25.04%
Share_n: 3 | Epoch: 192/200 | new_acc: 24.76%
Share_n: 3 | Epoch: 193/200 | new_acc: 24.57%
Share_n: 3 | Epoch: 194/200 | new_acc: 25.48%
Share_n: 3 | Epoch: 195/200 | new_acc: 26.53%
Share_n: 3 | Epoch: 196/200 | new_acc: 24.77%
Share_n: 3 | Epoch: 197/200 | new_acc: 24.69%
Share_n: 3 | Epoch: 198/200 | new_acc: 27.36%
Share_n: 3 | Epoch: 199/200 | new_acc: 27.72%
Share_n: 3 | Epoch: 199/200 | B_acc: 81.06%
