Share_n: 7 | Epoch: 0/200 | new_acc: 20.74%
Share_n: 7 | Epoch: 66/200 | new_acc: 14.09%
Share_n: 7 | Epoch: 67/200 | new_acc: 14.45%
Share_n: 7 | Epoch: 68/200 | new_acc: 13.73%
Share_n: 7 | Epoch: 69/200 | new_acc: 14.63%
Share_n: 7 | Epoch: 70/200 | new_acc: 13.85%
Share_n: 7 | Epoch: 71/200 | new_acc: 13.56%
Share_n: 7 | Epoch: 72/200 | new_acc: 14.0%
Share_n: 7 | Epoch: 73/200 | new_acc: 14.58%
Share_n: 7 | Epoch: 74/200 | new_acc: 12.17%
Share_n: 7 | Epoch: 75/200 | new_acc: 15.2%
Share_n: 7 | Epoch: 76/200 | new_acc: 12.28%
Share_n: 7 | Epoch: 77/200 | new_acc: 13.68%
Share_n: 7 | Epoch: 78/200 | new_acc: 12.13%
Share_n: 7 | Epoch: 79/200 | new_acc: 14.93%
Share_n: 7 | Epoch: 80/200 | new_acc: 14.87%
Share_n: 7 | Epoch: 81/200 | new_acc: 13.37%
Share_n: 7 | Epoch: 82/200 | new_acc: 14.16%
Share_n: 7 | Epoch: 83/200 | new_acc: 11.7%
Share_n: 7 | Epoch: 84/200 | new_acc: 13.23%
Share_n: 7 | Epoch: 85/200 | new_acc: 13.08%
Share_n: 7 | Epoch: 86/200 | new_acc: 12.45%
Share_n: 7 | Epoch: 87/200 | new_acc: 13.54%
Share_n: 7 | Epoch: 88/200 | new_acc: 14.33%
Share_n: 7 | Epoch: 89/200 | new_acc: 13.09%
Share_n: 7 | Epoch: 90/200 | new_acc: 11.33%
Share_n: 7 | Epoch: 91/200 | new_acc: 11.85%
Share_n: 7 | Epoch: 92/200 | new_acc: 11.79%
Share_n: 7 | Epoch: 93/200 | new_acc: 12.44%
Share_n: 7 | Epoch: 94/200 | new_acc: 12.58%
Share_n: 7 | Epoch: 95/200 | new_acc: 13.41%
Share_n: 7 | Epoch: 96/200 | new_acc: 10.81%
Share_n: 7 | Epoch: 97/200 | new_acc: 13.22%
Share_n: 7 | Epoch: 98/200 | new_acc: 13.09%
Share_n: 7 | Epoch: 99/200 | new_acc: 13.07%
Share_n: 7 | Epoch: 100/200 | new_acc: 14.08%
Share_n: 7 | Epoch: 101/200 | new_acc: 15.21%
Share_n: 7 | Epoch: 102/200 | new_acc: 15.25%
Share_n: 7 | Epoch: 103/200 | new_acc: 12.77%
Share_n: 7 | Epoch: 104/200 | new_acc: 12.94%
Share_n: 7 | Epoch: 105/200 | new_acc: 14.63%
Share_n: 7 | Epoch: 106/200 | new_acc: 13.5%
Share_n: 7 | Epoch: 107/200 | new_acc: 13.57%
Share_n: 7 | Epoch: 108/200 | new_acc: 12.53%
Share_n: 7 | Epoch: 109/200 | new_acc: 14.66%
Share_n: 7 | Epoch: 110/200 | new_acc: 14.75%
Share_n: 7 | Epoch: 111/200 | new_acc: 15.09%
Share_n: 7 | Epoch: 112/200 | new_acc: 14.05%
Share_n: 7 | Epoch: 113/200 | new_acc: 11.68%
Share_n: 7 | Epoch: 114/200 | new_acc: 14.29%
Share_n: 7 | Epoch: 115/200 | new_acc: 12.39%
Share_n: 7 | Epoch: 116/200 | new_acc: 15.11%
Share_n: 7 | Epoch: 117/200 | new_acc: 14.71%
Share_n: 7 | Epoch: 118/200 | new_acc: 13.1%
Share_n: 7 | Epoch: 119/200 | new_acc: 13.61%
Share_n: 7 | Epoch: 120/200 | new_acc: 13.03%
Share_n: 7 | Epoch: 121/200 | new_acc: 12.53%
Share_n: 7 | Epoch: 122/200 | new_acc: 13.72%
Share_n: 7 | Epoch: 123/200 | new_acc: 13.29%
Share_n: 7 | Epoch: 124/200 | new_acc: 12.83%
Share_n: 7 | Epoch: 125/200 | new_acc: 12.46%
Share_n: 7 | Epoch: 126/200 | new_acc: 12.4%
Share_n: 7 | Epoch: 127/200 | new_acc: 11.48%
Share_n: 7 | Epoch: 128/200 | new_acc: 13.04%
Share_n: 7 | Epoch: 129/200 | new_acc: 13.37%
Share_n: 7 | Epoch: 130/200 | new_acc: 12.24%
Share_n: 7 | Epoch: 131/200 | new_acc: 13.48%
Share_n: 7 | Epoch: 132/200 | new_acc: 13.46%
Share_n: 7 | Epoch: 133/200 | new_acc: 12.11%
Share_n: 7 | Epoch: 134/200 | new_acc: 15.96%
Share_n: 7 | Epoch: 135/200 | new_acc: 11.91%
Share_n: 7 | Epoch: 136/200 | new_acc: 14.33%
Share_n: 7 | Epoch: 137/200 | new_acc: 13.46%
Share_n: 7 | Epoch: 138/200 | new_acc: 11.89%
Share_n: 7 | Epoch: 139/200 | new_acc: 13.2%
Share_n: 7 | Epoch: 140/200 | new_acc: 14.73%
Share_n: 7 | Epoch: 141/200 | new_acc: 13.73%
Share_n: 7 | Epoch: 142/200 | new_acc: 12.98%
Share_n: 7 | Epoch: 143/200 | new_acc: 13.64%
Share_n: 7 | Epoch: 144/200 | new_acc: 12.48%
Share_n: 7 | Epoch: 145/200 | new_acc: 12.42%
Share_n: 7 | Epoch: 146/200 | new_acc: 13.49%
Share_n: 7 | Epoch: 147/200 | new_acc: 13.05%
Share_n: 7 | Epoch: 148/200 | new_acc: 15.46%
Share_n: 7 | Epoch: 149/200 | new_acc: 12.97%
Share_n: 7 | Epoch: 150/200 | new_acc: 13.85%
Share_n: 7 | Epoch: 151/200 | new_acc: 13.25%
Share_n: 7 | Epoch: 152/200 | new_acc: 12.77%
Share_n: 7 | Epoch: 153/200 | new_acc: 13.73%
Share_n: 7 | Epoch: 154/200 | new_acc: 11.86%
Share_n: 7 | Epoch: 155/200 | new_acc: 11.62%
Share_n: 7 | Epoch: 156/200 | new_acc: 12.53%
Share_n: 7 | Epoch: 157/200 | new_acc: 12.86%
Share_n: 7 | Epoch: 158/200 | new_acc: 11.23%
Share_n: 7 | Epoch: 159/200 | new_acc: 11.82%
Share_n: 7 | Epoch: 160/200 | new_acc: 14.14%
Share_n: 7 | Epoch: 161/200 | new_acc: 11.84%
Share_n: 7 | Epoch: 162/200 | new_acc: 13.58%
Share_n: 7 | Epoch: 163/200 | new_acc: 13.76%
Share_n: 7 | Epoch: 164/200 | new_acc: 11.71%
Share_n: 7 | Epoch: 165/200 | new_acc: 11.69%
Share_n: 7 | Epoch: 166/200 | new_acc: 12.71%
Share_n: 7 | Epoch: 167/200 | new_acc: 12.06%
Share_n: 7 | Epoch: 168/200 | new_acc: 11.1%
Share_n: 7 | Epoch: 169/200 | new_acc: 12.79%
Share_n: 7 | Epoch: 170/200 | new_acc: 13.63%
Share_n: 7 | Epoch: 171/200 | new_acc: 14.04%
Share_n: 7 | Epoch: 172/200 | new_acc: 14.48%
Share_n: 7 | Epoch: 173/200 | new_acc: 14.07%
Share_n: 7 | Epoch: 174/200 | new_acc: 12.01%
Share_n: 7 | Epoch: 175/200 | new_acc: 12.59%
Share_n: 7 | Epoch: 176/200 | new_acc: 12.21%
Share_n: 7 | Epoch: 177/200 | new_acc: 11.44%
Share_n: 7 | Epoch: 178/200 | new_acc: 11.57%
Share_n: 7 | Epoch: 179/200 | new_acc: 13.73%
Share_n: 7 | Epoch: 180/200 | new_acc: 12.01%
Share_n: 7 | Epoch: 181/200 | new_acc: 8.94%
Share_n: 7 | Epoch: 182/200 | new_acc: 11.86%
Share_n: 7 | Epoch: 183/200 | new_acc: 13.93%
Share_n: 7 | Epoch: 184/200 | new_acc: 12.8%
Share_n: 7 | Epoch: 185/200 | new_acc: 13.32%
Share_n: 7 | Epoch: 186/200 | new_acc: 14.21%
Share_n: 7 | Epoch: 187/200 | new_acc: 11.29%
Share_n: 7 | Epoch: 188/200 | new_acc: 13.11%
Share_n: 7 | Epoch: 189/200 | new_acc: 14.74%
Share_n: 7 | Epoch: 190/200 | new_acc: 11.94%
Share_n: 7 | Epoch: 191/200 | new_acc: 11.0%
Share_n: 7 | Epoch: 192/200 | new_acc: 9.88%
Share_n: 7 | Epoch: 193/200 | new_acc: 11.74%
Share_n: 7 | Epoch: 194/200 | new_acc: 11.77%
Share_n: 7 | Epoch: 195/200 | new_acc: 11.46%
Share_n: 7 | Epoch: 196/200 | new_acc: 12.97%
Share_n: 7 | Epoch: 197/200 | new_acc: 12.44%
Share_n: 7 | Epoch: 198/200 | new_acc: 11.69%
Share_n: 7 | Epoch: 199/200 | new_acc: 11.72%
Share_n: 7 | Epoch: 199/200 | B_acc: 80.02%
