Share_n: 1 | Epoch: 0/200 | new_acc: 82.54%
Share_n: 1 | Epoch: 95/200 | B_acc: 80.72%
Share_n: 1 | Epoch: 96/200 | new_acc: 83.64%
Share_n: 1 | Epoch: 97/200 | new_acc: 82.84%
Share_n: 1 | Epoch: 98/200 | new_acc: 83.35%
Share_n: 1 | Epoch: 99/200 | new_acc: 83.2%
Share_n: 1 | Epoch: 100/200 | new_acc: 82.96%
Share_n: 1 | Epoch: 100/200 | B_acc: 86.38%
Share_n: 1 | Epoch: 101/200 | new_acc: 82.75%
Share_n: 1 | Epoch: 102/200 | new_acc: 83.06%
Share_n: 1 | Epoch: 103/200 | new_acc: 83.29%
Share_n: 1 | Epoch: 104/200 | new_acc: 83.0%
Share_n: 1 | Epoch: 105/200 | new_acc: 82.63%
Share_n: 1 | Epoch: 105/200 | B_acc: 80.46%
Share_n: 1 | Epoch: 106/200 | new_acc: 83.22%
Share_n: 1 | Epoch: 107/200 | new_acc: 83.21%
Share_n: 1 | Epoch: 108/200 | new_acc: 83.41%
Share_n: 1 | Epoch: 109/200 | new_acc: 82.72%
Share_n: 1 | Epoch: 110/200 | new_acc: 82.81%
Share_n: 1 | Epoch: 110/200 | B_acc: 86.02%
Share_n: 1 | Epoch: 111/200 | new_acc: 82.89%
Share_n: 1 | Epoch: 112/200 | new_acc: 83.31%
Share_n: 1 | Epoch: 113/200 | new_acc: 82.77%
Share_n: 1 | Epoch: 114/200 | new_acc: 82.47%
Share_n: 1 | Epoch: 115/200 | new_acc: 83.03%
Share_n: 1 | Epoch: 115/200 | B_acc: 81.66%
Share_n: 1 | Epoch: 116/200 | new_acc: 82.58%
Share_n: 1 | Epoch: 117/200 | new_acc: 82.72%
Share_n: 1 | Epoch: 118/200 | new_acc: 82.9%
Share_n: 1 | Epoch: 119/200 | new_acc: 82.81%
Share_n: 1 | Epoch: 120/200 | new_acc: 82.72%
Share_n: 1 | Epoch: 120/200 | B_acc: 84.7%
Share_n: 1 | Epoch: 121/200 | new_acc: 82.16%
Share_n: 1 | Epoch: 122/200 | new_acc: 82.75%
Share_n: 1 | Epoch: 123/200 | new_acc: 82.62%
Share_n: 1 | Epoch: 124/200 | new_acc: 82.43%
Share_n: 1 | Epoch: 125/200 | new_acc: 82.62%
Share_n: 1 | Epoch: 125/200 | B_acc: 85.25%
Share_n: 1 | Epoch: 126/200 | new_acc: 82.26%
Share_n: 1 | Epoch: 127/200 | new_acc: 82.7%
Share_n: 1 | Epoch: 128/200 | new_acc: 82.65%
Share_n: 1 | Epoch: 129/200 | new_acc: 82.12%
Share_n: 1 | Epoch: 130/200 | new_acc: 82.65%
Share_n: 1 | Epoch: 130/200 | B_acc: 82.6%
Share_n: 1 | Epoch: 131/200 | new_acc: 82.56%
Share_n: 1 | Epoch: 132/200 | new_acc: 82.18%
Share_n: 1 | Epoch: 133/200 | new_acc: 82.46%
Share_n: 1 | Epoch: 134/200 | new_acc: 82.29%
Share_n: 1 | Epoch: 135/200 | new_acc: 82.41%
Share_n: 1 | Epoch: 135/200 | B_acc: 86.88%
Share_n: 1 | Epoch: 136/200 | new_acc: 82.62%
Share_n: 1 | Epoch: 137/200 | new_acc: 81.88%
Share_n: 1 | Epoch: 138/200 | new_acc: 82.07%
Share_n: 1 | Epoch: 139/200 | new_acc: 82.35%
Share_n: 1 | Epoch: 140/200 | new_acc: 82.63%
Share_n: 1 | Epoch: 140/200 | B_acc: 81.08%
Share_n: 1 | Epoch: 141/200 | new_acc: 81.53%
Share_n: 1 | Epoch: 142/200 | new_acc: 81.49%
Share_n: 1 | Epoch: 143/200 | new_acc: 81.87%
Share_n: 1 | Epoch: 144/200 | new_acc: 81.91%
Share_n: 1 | Epoch: 145/200 | new_acc: 82.15%
Share_n: 1 | Epoch: 145/200 | B_acc: 86.49%
Share_n: 1 | Epoch: 146/200 | new_acc: 81.56%
Share_n: 1 | Epoch: 147/200 | new_acc: 81.32%
Share_n: 1 | Epoch: 148/200 | new_acc: 81.22%
Share_n: 1 | Epoch: 149/200 | new_acc: 82.29%
Share_n: 1 | Epoch: 150/200 | new_acc: 82.34%
Share_n: 1 | Epoch: 150/200 | B_acc: 81.2%
Share_n: 1 | Epoch: 151/200 | new_acc: 81.58%
Share_n: 1 | Epoch: 152/200 | new_acc: 82.0%
Share_n: 1 | Epoch: 153/200 | new_acc: 81.49%
Share_n: 1 | Epoch: 154/200 | new_acc: 81.56%
Share_n: 1 | Epoch: 155/200 | new_acc: 81.52%
Share_n: 1 | Epoch: 155/200 | B_acc: 86.63%
Share_n: 1 | Epoch: 156/200 | new_acc: 81.49%
Share_n: 1 | Epoch: 157/200 | new_acc: 81.45%
Share_n: 1 | Epoch: 158/200 | new_acc: 81.54%
Share_n: 1 | Epoch: 159/200 | new_acc: 81.42%
Share_n: 1 | Epoch: 160/200 | new_acc: 80.97%
Share_n: 1 | Epoch: 160/200 | B_acc: 82.91%
Share_n: 1 | Epoch: 161/200 | new_acc: 81.38%
Share_n: 1 | Epoch: 162/200 | new_acc: 81.05%
Share_n: 1 | Epoch: 163/200 | new_acc: 81.06%
Share_n: 1 | Epoch: 164/200 | new_acc: 81.06%
Share_n: 1 | Epoch: 165/200 | new_acc: 81.44%
Share_n: 1 | Epoch: 165/200 | B_acc: 86.1%
Share_n: 1 | Epoch: 166/200 | new_acc: 81.42%
Share_n: 1 | Epoch: 167/200 | new_acc: 81.0%
Share_n: 1 | Epoch: 168/200 | new_acc: 81.06%
Share_n: 1 | Epoch: 169/200 | new_acc: 81.3%
Share_n: 1 | Epoch: 170/200 | new_acc: 80.42%
Share_n: 1 | Epoch: 170/200 | B_acc: 82.71%
Share_n: 1 | Epoch: 171/200 | new_acc: 80.48%
Share_n: 1 | Epoch: 172/200 | new_acc: 80.49%
Share_n: 1 | Epoch: 173/200 | new_acc: 80.62%
Share_n: 1 | Epoch: 174/200 | new_acc: 80.63%
Share_n: 1 | Epoch: 175/200 | new_acc: 81.05%
Share_n: 1 | Epoch: 175/200 | B_acc: 85.4%
Share_n: 1 | Epoch: 176/200 | new_acc: 80.97%
Share_n: 1 | Epoch: 177/200 | new_acc: 81.18%
Share_n: 1 | Epoch: 178/200 | new_acc: 80.35%
Share_n: 1 | Epoch: 179/200 | new_acc: 81.39%
Share_n: 1 | Epoch: 180/200 | new_acc: 81.23%
Share_n: 1 | Epoch: 180/200 | B_acc: 86.58%
Share_n: 1 | Epoch: 181/200 | new_acc: 80.37%
Share_n: 1 | Epoch: 182/200 | new_acc: 80.24%
Share_n: 1 | Epoch: 183/200 | new_acc: 80.72%
Share_n: 1 | Epoch: 184/200 | new_acc: 80.74%
Share_n: 1 | Epoch: 185/200 | new_acc: 80.2%
Share_n: 1 | Epoch: 185/200 | B_acc: 83.17%
Share_n: 1 | Epoch: 186/200 | new_acc: 80.83%
Share_n: 1 | Epoch: 187/200 | new_acc: 80.36%
Share_n: 1 | Epoch: 188/200 | new_acc: 81.07%
Share_n: 1 | Epoch: 189/200 | new_acc: 80.36%
Share_n: 1 | Epoch: 190/200 | new_acc: 79.91%
Share_n: 1 | Epoch: 190/200 | B_acc: 87.24%
Share_n: 1 | Epoch: 191/200 | new_acc: 80.87%
Share_n: 1 | Epoch: 192/200 | new_acc: 80.29%
Share_n: 1 | Epoch: 193/200 | new_acc: 79.83%
Share_n: 1 | Epoch: 194/200 | new_acc: 80.05%
Share_n: 1 | Epoch: 195/200 | new_acc: 79.66%
Share_n: 1 | Epoch: 195/200 | B_acc: 81.35%
Share_n: 1 | Epoch: 196/200 | new_acc: 79.96%
Share_n: 1 | Epoch: 197/200 | new_acc: 80.25%
Share_n: 1 | Epoch: 198/200 | new_acc: 80.42%
Share_n: 1 | Epoch: 199/200 | new_acc: 80.58%
Share_n: 1 | Epoch: 199/200 | B_acc: 82.89%
