Share_n: 2 | Epoch: 0/200 | new_acc: 82.97%
Share_n: 2 | Epoch: 148/200 | new_acc: 83.27%
Share_n: 2 | Epoch: 149/200 | new_acc: 83.39%
Share_n: 2 | Epoch: 150/200 | new_acc: 83.14%
Share_n: 2 | Epoch: 150/200 | B_acc: 80.53%
Share_n: 2 | Epoch: 151/200 | new_acc: 83.46%
Share_n: 2 | Epoch: 152/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 153/200 | new_acc: 83.71%
Share_n: 2 | Epoch: 154/200 | new_acc: 84.28%
Share_n: 2 | Epoch: 155/200 | new_acc: 83.23%
Share_n: 2 | Epoch: 155/200 | B_acc: 86.63%
Share_n: 2 | Epoch: 156/200 | new_acc: 83.7%
Share_n: 2 | Epoch: 157/200 | new_acc: 83.22%
Share_n: 2 | Epoch: 158/200 | new_acc: 83.92%
Share_n: 2 | Epoch: 159/200 | new_acc: 83.64%
Share_n: 2 | Epoch: 160/200 | new_acc: 83.85%
Share_n: 2 | Epoch: 160/200 | B_acc: 81.71%
Share_n: 2 | Epoch: 161/200 | new_acc: 83.6%
Share_n: 2 | Epoch: 162/200 | new_acc: 83.87%
Share_n: 2 | Epoch: 163/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 164/200 | new_acc: 83.32%
Share_n: 2 | Epoch: 165/200 | new_acc: 84.36%
Share_n: 2 | Epoch: 165/200 | B_acc: 86.54%
Share_n: 2 | Epoch: 166/200 | new_acc: 84.48%
Share_n: 2 | Epoch: 167/200 | new_acc: 83.66%
Share_n: 2 | Epoch: 168/200 | new_acc: 84.13%
Share_n: 2 | Epoch: 169/200 | new_acc: 84.09%
Share_n: 2 | Epoch: 170/200 | new_acc: 83.37%
Share_n: 2 | Epoch: 170/200 | B_acc: 80.4%
Share_n: 2 | Epoch: 171/200 | new_acc: 83.65%
Share_n: 2 | Epoch: 172/200 | new_acc: 83.43%
Share_n: 2 | Epoch: 173/200 | new_acc: 83.05%
Share_n: 2 | Epoch: 174/200 | new_acc: 83.67%
Share_n: 2 | Epoch: 175/200 | new_acc: 83.95%
Share_n: 2 | Epoch: 175/200 | B_acc: 83.78%
Share_n: 2 | Epoch: 176/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 177/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 178/200 | new_acc: 83.39%
Share_n: 2 | Epoch: 179/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 180/200 | new_acc: 83.73%
Share_n: 2 | Epoch: 180/200 | B_acc: 86.25%
Share_n: 2 | Epoch: 181/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 182/200 | new_acc: 83.97%
Share_n: 2 | Epoch: 183/200 | new_acc: 84.06%
Share_n: 2 | Epoch: 184/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 185/200 | new_acc: 83.92%
Share_n: 2 | Epoch: 185/200 | B_acc: 79.11%
Share_n: 2 | Epoch: 186/200 | new_acc: 83.78%
Share_n: 2 | Epoch: 187/200 | new_acc: 83.76%
Share_n: 2 | Epoch: 188/200 | new_acc: 83.75%
Share_n: 2 | Epoch: 189/200 | new_acc: 83.82%
Share_n: 2 | Epoch: 190/200 | new_acc: 84.03%
Share_n: 2 | Epoch: 190/200 | B_acc: 87.18%
Share_n: 2 | Epoch: 191/200 | new_acc: 84.58%
Share_n: 2 | Epoch: 192/200 | new_acc: 83.54%
Share_n: 2 | Epoch: 193/200 | new_acc: 84.08%
Share_n: 2 | Epoch: 194/200 | new_acc: 84.21%
Share_n: 2 | Epoch: 195/200 | new_acc: 83.56%
Share_n: 2 | Epoch: 195/200 | B_acc: 79.67%
Share_n: 2 | Epoch: 196/200 | new_acc: 84.15%
Share_n: 2 | Epoch: 197/200 | new_acc: 83.52%
Share_n: 2 | Epoch: 198/200 | new_acc: 84.12%
Share_n: 2 | Epoch: 199/200 | new_acc: 83.94%
Share_n: 2 | Epoch: 199/200 | B_acc: 80.06%
